Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2018,10,10,17:34:23,1.2182,121.5563,10,4.9,"15km ENE of Kali, Indonesia",1539192863
2018,10,10,07:25:20,-0.2498,120.1481,10,4.1,"77km NNE of Palu, Indonesia",1539156320
2018,10,08,21:59:54,-1.3687,120.528,10,4.6,"15km WNW of Kasiguncu, Indonesia",1539035994
2018,10,08,21:16:05,-1.1456,119.7717,10,5.2,"30km SSW of Palu, Indonesia",1539033365
2018,10,08,21:15:46,-0.8983,119.9727,10,4.8,"11km E of Palu, Indonesia",1539033346
2018,10,07,06:40:33,-5.6418,120.6062,10,4.2,"69km SE of Sinjai, Indonesia",1538894433
2018,10,05,10:37:31,0.1276,119.8162,10,4.3,"104km SSW of Ogotua, Indonesia",1538735851
2018,10,04,23:23:14,1.1568,123.9451,264,4.3,"31km NNW of Lolak, Indonesia",1538695394
2018,10,04,22:08:34,-1.2206,120.0649,10,4.5,"42km SSE of Palu, Indonesia",1538690914
2018,10,04,20:40:31,-1.1501,120.5782,10,4.4,"31km NNW of Kasiguncu, Indonesia",1538685631
2018,10,04,18:30:16,-1.0388,120.8946,10,4.4,"42km NNE of Poso, Indonesia",1538677816
2018,10,04,18:27:22,-1.3353,120.3117,10,4.6,"39km WNW of Kasiguncu, Indonesia",1538677642
2018,10,03,11:10:21,-1.4111,120.3357,10,4.1,"35km W of Kasiguncu, Indonesia",1538565021
2018,10,03,06:31:05,-1.6696,120.4351,10,4.2,"36km SW of Kasiguncu, Indonesia",1538548265
2018,10,03,06:14:14,-2.1375,120.8126,23.5,4.1,"15km ESE of Pendolo, Indonesia",1538547254
2018,10,03,05:36:42,-1.6477,120.1806,10,4.3,"58km WSW of Kasiguncu, Indonesia",1538545002
2018,10,03,04:44:21,-1.098,120.1413,10,4.3,"37km SE of Palu, Indonesia",1538541861
2018,10,02,21:06:56,-1.0393,119.9488,14.6,4.8,"18km SSE of Palu, Indonesia",1538514416
2018,10,02,09:45:20,-2.004,121.1268,10,4.2,"49km E of Pendolo, Indonesia",1538473520
2018,10,02,07:56:17,-0.6408,120.2311,61.7,4.4,"48km NE of Palu, Indonesia",1538466977
2018,10,02,04:59:26,-1.5945,120.2234,10,5.1,"51km WSW of Kasiguncu, Indonesia",1538456366
2018,10,01,23:46:38,-0.675,119.8773,10,5.2,"23km N of Palu, Indonesia",1538437598
2018,10,01,19:22:12,-1.298,120.129,10,4.4,"53km SSE of Palu, Indonesia",1538421732
2018,10,01,17:39:01,-0.6825,119.8124,10,4.7,"24km NNW of Palu, Indonesia",1538415541
2018,10,01,05:43:34,-0.0146,119.6261,10,5.2,"100km NNW of Palu, Indonesia",1538372614
2018,09,30,15:01:26,-1.3058,120.1667,10,4.6,"55km WNW of Kasiguncu, Indonesia",1538319686
2018,09,30,14:38:42,-1.2936,120.179,10,4.8,"54km WNW of Kasiguncu, Indonesia",1538318322
2018,09,30,10:13:27,-0.2228,119.7818,10,4.4,"74km N of Palu, Indonesia",1538302407
2018,09,29,21:42:26,-0.55,119.9146,10,4,"38km N of Palu, Indonesia",1538257346
2018,09,29,19:15:39,-1.5148,120.1245,10,4.4,"59km W of Kasiguncu, Indonesia",1538248539
2018,09,29,14:26:19,-1.5691,120.1743,10,4.4,"55km WSW of Kasiguncu, Indonesia",1538231179
2018,09,29,11:06:23,-0.6685,119.909,10,4.4,"25km N of Palu, Indonesia",1538219183
2018,09,29,10:30:18,-1.4592,120.2145,10,5.1,"49km W of Kasiguncu, Indonesia",1538217018
2018,09,29,09:54:26,-0.1015,119.9477,10,4.3,"87km N of Palu, Indonesia",1538214866
2018,09,29,08:37:06,-0.0525,119.9191,10,4.4,"92km N of Palu, Indonesia",1538210226
2018,09,29,07:40:11,-1.5105,120.1827,10,5.1,"53km W of Kasiguncu, Indonesia",1538206811
2018,09,29,06:36:12,-1.2676,120.6355,10,4.8,"17km N of Kasiguncu, Indonesia",1538202972
2018,09,29,05:24:02,-1.3695,120.0546,10,4.1,"56km SSE of Palu, Indonesia",1538198642
2018,09,29,02:32:50,-1.5697,120.0451,10,4.8,"69km WSW of Kasiguncu, Indonesia",1538188370
2018,09,29,01:18:35,-1.3161,120.1027,10,4.4,"53km SSE of Palu, Indonesia",1538183915
2018,09,29,00:27:21,-1.2178,120.1201,10,4.1,"45km SE of Palu, Indonesia",1538180841
2018,09,29,00:18:59,-0.6711,119.945,10,4.2,"25km NNE of Palu, Indonesia",1538180339
2018,09,28,23:29:35,-1.2579,120.1503,10,4.4,"51km SE of Palu, Indonesia",1538177375
2018,09,28,22:17:50,-1.8124,120.2139,10,4.5,"59km WNW of Pendolo, Indonesia",1538173070
2018,09,28,21:24:01,-1.5863,120.1808,10,5,"55km WSW of Kasiguncu, Indonesia",1538169841
2018,09,28,21:17:05,-1.3541,119.5184,10,4.4,"64km SW of Palu, Indonesia",1538169425
2018,09,28,21:03:59,-1.7216,120.2505,10,4.4,"55km SW of Kasiguncu, Indonesia",1538168639
2018,09,28,21:02:41,-1.4858,119.748,10,4.2,"67km SSW of Palu, Indonesia",1538168561
2018,09,28,20:44:09,-0.2188,119.8464,10,4.3,"74km N of Palu, Indonesia",1538167449
2018,09,28,20:41:01,-1.4165,120.1982,10,4.5,"50km W of Kasiguncu, Indonesia",1538167261
2018,09,28,20:34:51,-1.3717,120.1956,10,4.4,"51km W of Kasiguncu, Indonesia",1538166891
2018,09,28,20:25:27,-1.7,120.2097,10,4.2,"58km WSW of Kasiguncu, Indonesia",1538166327
2018,09,28,20:02:52,-1.4191,120.4059,10,4.3,"27km W of Kasiguncu, Indonesia",1538164972
2018,09,28,19:21:24,-1.5339,120.2729,10,4.1,"44km WSW of Kasiguncu, Indonesia",1538162484
2018,09,28,19:04:52,-0.0496,119.7298,10,4.2,"94km N of Palu, Indonesia",1538161492
2018,09,28,17:34:11,-0.075,119.6549,10,4.1,"93km NNW of Palu, Indonesia",1538156051
2018,09,28,17:16:21,-0.1422,119.8348,14,4.3,"82km N of Palu, Indonesia",1538154981
2018,09,28,17:10:45,-0.4167,119.8577,10,4.4,"52km N of Palu, Indonesia",1538154645
2018,09,28,17:05:45,-1.4151,120.1963,10,4.6,"51km W of Kasiguncu, Indonesia",1538154345
2018,09,28,17:02:07,-0.7171,119.7762,10,4.2,"21km NNW of Palu, Indonesia",1538154127
2018,09,28,16:40:04,-0.2384,119.7171,10,4.3,"74km NNW of Palu, Indonesia",1538152804
2018,09,28,16:21:36,-2.7722,119.9419,10,4.4,"16km N of Rantepang, Indonesia",1538151696
2018,09,28,15:58:20,0.0212,119.6616,10,4.4,"103km NNW of Palu, Indonesia",1538150300
2018,09,28,15:35:42,-1.3217,119.7951,10,5,"48km S of Palu, Indonesia",1538148942
2018,09,28,15:28:13,-0.699,119.934,10,4.9,"22km NNE of Palu, Indonesia",1538148493
2018,09,28,15:21:41,-0.0711,119.7571,10,4.4,"91km N of Palu, Indonesia",1538148101
2018,09,28,14:44:27,-1.4238,120.3392,10,4.4,"35km W of Kasiguncu, Indonesia",1538145867
2018,09,28,14:26:00,0.0819,119.549,10,5.4,"113km NNW of Palu, Indonesia",1538144760
2018,09,28,14:24:40,-0.7277,120.1456,10,4.6,"35km ENE of Palu, Indonesia",1538144680
2018,09,28,14:16:04,-1.4336,120.1255,10,4.5,"58km W of Kasiguncu, Indonesia",1538144164
2018,09,28,14:10:49,-0.7567,120.5045,10,4.6,"72km ENE of Palu, Indonesia",1538143849
2018,09,28,14:10:08,-0.0571,119.7788,10,4.7,"92km N of Palu, Indonesia",1538143808
2018,09,28,13:56:50,0.0382,119.5964,10,4.6,"107km NNW of Palu, Indonesia",1538143010
2018,09,28,13:39:44,-1.4136,119.9655,10,5.2,"58km S of Palu, Indonesia",1538141984
2018,09,28,13:35:30,0.0587,119.6831,10,5.7,"107km N of Palu, Indonesia",1538141730
2018,09,28,13:28:51,-1.1697,120.0054,10,4.5,"34km SSE of Palu, Indonesia",1538141331
2018,09,28,13:23:43,-0.724,119.7784,10,4.3,"21km NNW of Palu, Indonesia",1538141023
2018,09,28,13:10:26,-0.0491,119.8111,10,4.9,"93km N of Palu, Indonesia",1538140226
2018,09,28,12:39:33,-1.0791,120.2577,10,4.7,"47km ESE of Palu, Indonesia",1538138373
2018,09,28,12:36:38,-0.0946,119.841,10,4.2,"88km N of Palu, Indonesia",1538138198
2018,09,28,12:27:33,-0.4574,119.8805,10,5.2,"48km N of Palu, Indonesia",1538137653
2018,09,28,12:20:24,-1.3949,119.7767,10,4.2,"56km S of Palu, Indonesia",1538137224
2018,09,28,12:05:04,-0.4158,120.0577,10,4.7,"56km NNE of Palu, Indonesia",1538136304
2018,09,28,11:43:52,-0.1663,119.5507,10,4.3,"87km NNW of Palu, Indonesia",1538135032
2018,09,28,11:42:47,-1.0331,119.9206,10,4.4,"16km SSE of Palu, Indonesia",1538134967
2018,09,28,11:39:12,-0.7109,119.9014,10,4.4,"20km N of Palu, Indonesia",1538134752
2018,09,28,11:36:27,-0.514,119.6889,10,4.6,"46km NNW of Palu, Indonesia",1538134587
2018,09,28,11:06:50,-1.5037,120.0576,10,5.2,"67km W of Kasiguncu, Indonesia",1538132810
2018,09,28,11:03:00,-1.1019,120.3888,10,4.3,"46km NW of Kasiguncu, Indonesia",1538132580
2018,09,28,10:50:25,-0.7806,119.9147,10,5.6,"13km NNE of Palu, Indonesia",1538131825
2018,09,28,10:49:04,-1.5194,120.2872,10,4.9,"42km WSW of Kasiguncu, Indonesia",1538131744
2018,09,28,10:47:44,-0.5499,119.8689,10,5.2,"37km N of Palu, Indonesia",1538131664
2018,09,28,10:39:03,-0.6847,119.8697,10,5.4,"22km N of Palu, Indonesia",1538131143
2018,09,28,10:38:28,-1.597,119.3741,10,4.6,"56km NNE of Babana, Indonesia",1538131108
2018,09,28,10:37:10,-1.4992,120.531,10,4.6,"16km WSW of Kasiguncu, Indonesia",1538131030
2018,09,28,10:35:14,-0.2715,120.0594,10,4.2,"71km NNE of Palu, Indonesia",1538130914
2018,09,28,10:26:11,-1.1072,119.4677,10,5.3,"50km WSW of Palu, Indonesia",1538130371
2018,09,28,10:25:04,-1.0465,119.9346,10,5.8,"18km SSE of Palu, Indonesia",1538130304
2018,09,28,10:24:45,-0.3521,120.7322,10,4.6,"112km ENE of Palu, Indonesia",1538130285
2018,09,28,10:24:06,-0.4903,120.0401,10,4.3,"48km NNE of Palu, Indonesia",1538130246
2018,09,28,10:16:48,-0.8748,120.0342,10,5.7,"18km E of Palu, Indonesia",1538129808
2018,09,28,10:14:20,-0.0175,119.7549,10,5.8,"97km N of Palu, Indonesia",1538129660
2018,09,28,10:02:45,-0.2559,119.8462,20,7.5,"70km N of Palu, Indonesia",1538128965
2018,09,28,09:57:37,-0.3165,119.9473,10,4.7,"64km N of Palu, Indonesia",1538128657
2018,09,28,09:22:48,-0.306,119.8209,10,4.4,"65km N of Palu, Indonesia",1538126568
2018,09,28,09:20:33,-0.2441,119.8815,10,4.5,"71km N of Palu, Indonesia",1538126433
2018,09,28,09:11:13,-0.404,119.8705,10,4.3,"53km N of Palu, Indonesia",1538125873
2018,09,28,08:24:58,-0.3464,119.8682,10,5.1,"60km N of Palu, Indonesia",1538123098
2018,09,28,08:00:28,-0.3928,119.8282,10,4.7,"55km N of Palu, Indonesia",1538121628
2018,09,28,07:50:43,-0.2606,119.9617,10,4.5,"70km N of Palu, Indonesia",1538121043
2018,09,28,07:28:37,-0.3749,119.925,10,4.9,"57km N of Palu, Indonesia",1538119717
2018,09,28,07:17:12,-0.219,119.9529,10,4.7,"74km N of Palu, Indonesia",1538119032
2018,09,28,07:03:18,-0.2102,120.0175,10,5.4,"77km NNE of Palu, Indonesia",1538118198
2018,09,28,06:59:59,-0.4009,119.7705,5,6.1,"55km NNW of Palu, Indonesia",1538117999
2018,09,28,06:59:30,-0.3355,119.8879,10,4.2,"61km N of Palu, Indonesia",1538117970
2018,09,26,18:13:27,0.8679,123.8284,270.8,4.1,"20km W of Lolak, Indonesia",1537985607
2018,09,22,12:08:16,-0.9417,119.7522,10,4.6,"14km WSW of Palu, Indonesia",1537618096
2018,09,21,23:20:34,-0.9069,119.7338,27.9,4.8,"15km W of Palu, Indonesia",1537572034
2018,09,21,13:17:15,-0.089,123.5233,141.6,4.1,"62km SSE of Bilungala, Indonesia",1537535835
2018,09,20,00:48:52,-0.3079,123.0693,86.4,4.2,"77km NNE of Luwuk, Indonesia",1537404532
2018,09,19,05:42:58,-1.1697,120.2749,10,4,"50km WNW of Kasiguncu, Indonesia",1537335778
2018,09,16,03:42:53,0.8179,122.548,72.5,4.3,"20km NNW of Sidomulyo, Indonesia",1537069373
2018,09,13,22:33:45,-0.2219,124.6401,63.4,4.3,"99km SE of Molibagu, Indonesia",1536878025
2018,09,12,18:07:50,0.0791,123.6919,120.8,4.7,"46km SW of Molibagu, Indonesia",1536775670
2018,09,11,06:42:57,-0.8176,121.9479,31,4.7,"94km W of Luwuk, Indonesia",1536648177
2018,09,06,09:52:08,-0.1024,122.0878,267.7,4.3,"75km SSW of Tilamuta, Indonesia",1536227528
2018,09,04,00:18:06,-0.3427,125.1731,53.6,4.6,"145km SE of Lolayan, Indonesia",1536020286
2018,08,31,08:29:04,0.0459,123.4032,141.7,4.7,"42km SSE of Bilungala, Indonesia",1535704144
2018,08,29,12:02:32,0.9895,125.3745,55.1,4.9,"54km SSE of Bitung, Indonesia",1535544152
2018,08,25,12:58:03,-1.3503,120.6514,10,4.6,"7km N of Kasiguncu, Indonesia",1535201883
2018,08,22,20:36:47,-0.5536,124.585,80.8,4.3,"123km SSE of Molibagu, Indonesia",1534970207
2018,08,22,09:54:33,0.2313,121.8804,161.3,4.2,"48km SE of Lemito, Indonesia",1534931673
2018,08,21,00:14:20,0.1882,121.831,177.4,4.5,"48km SE of Lemito, Indonesia",1534810460
2018,08,14,08:35:08,-1.3729,120.9348,35,4.5,"19km ENE of Tagolu, Indonesia",1534235708
2018,08,13,21:40:03,0.2973,123.225,164.5,4.1,"9km S of Bilungala, Indonesia",1534196403
2018,08,09,07:53:02,-0.7102,121.6818,10,4.1,"125km WNW of Luwuk, Indonesia",1533801182
2018,08,08,21:45:48,0.9612,123.8791,252.3,4.5,"17km WNW of Lolak, Indonesia",1533764748
2018,08,05,19:32:44,0.7321,123.8896,248.1,4.4,"20km SW of Lolak, Indonesia",1533497564
2018,08,01,17:37:55,-0.0755,122.9323,153.8,4.5,"59km SSW of Bilungala, Indonesia",1533145075
2018,07,23,08:18:34,0.2703,122.0429,181.6,4.7,"44km SW of Tilamuta, Indonesia",1532333914
2018,07,22,12:24:29,-2.5847,121.7315,10,4.1,"71km E of Malili, Indonesia",1532262269
2018,07,16,15:51:21,-0.2756,124.5543,61.1,4.2,"96km SE of Molibagu, Indonesia",1531756281
2018,07,13,02:29:37,1.3774,124.5168,228,4.6,"36km W of Tomohon, Indonesia",1531448977
2018,07,11,08:22:57,-0.1885,124.5975,66.9,4.9,"93km SE of Molibagu, Indonesia",1531297377
2018,07,10,15:33:21,0.2864,122.1082,196.5,5.1,"37km SW of Tilamuta, Indonesia",1531236801
2018,07,03,13:42:14,0.7717,123.79,267.1,4.4,"27km WSW of Lolak, Indonesia",1530625334
2018,07,02,14:52:45,0.2607,121.9829,188.3,4.4,"50km SW of Tilamuta, Indonesia",1530543165
2018,06,27,18:48:59,-0.6255,122.7078,13.5,4.2,"37km NNW of Luwuk, Indonesia",1530125339
2018,06,27,02:33:25,-4.4364,125.5247,443.1,4.3,"131km WSW of Leksula, Indonesia",1530066805
2018,06,25,23:32:49,0.1563,124.8905,87.2,4.2,"83km SE of Modayag, Indonesia",1529969569
2018,06,25,13:27:58,-1.3475,119.9794,36.7,4.2,"51km SSE of Palu, Indonesia",1529933278
2018,06,23,04:57:53,0.4012,123.4794,251.5,4.3,"29km E of Bilungala, Indonesia",1529729873
2018,06,11,08:23:13,0.1852,123.8933,180,4.4,"24km SSW of Molibagu, Indonesia",1528705393
2018,06,08,21:28:34,-2.7079,119.1479,7,4.4,"26km N of Mambi, Indonesia",1528493314
2018,06,08,20:00:23,0.8177,125.4773,22.3,4.2,"76km SSE of Bitung, Indonesia",1528488023
2018,06,08,13:08:09,-2.817,119.1019,10,4.4,"16km NNW of Mambi, Indonesia",1528463289
2018,06,07,20:02:43,-1.3782,120.6712,46.2,4.3,"5km NNE of Kasiguncu, Indonesia",1528401763
2018,06,05,14:16:41,-0.24,124.5341,60.9,4.5,"92km SE of Molibagu, Indonesia",1528208201
2018,06,02,14:49:27,1.4242,125.8092,81.9,4.2,"69km E of Bitung, Indonesia",1527950967
2018,05,25,14:00:33,0.4511,123.9067,206.6,4.3,"11km NW of Molibagu, Indonesia",1527256833
2018,05,22,14:21:38,-0.0462,123.2432,162.8,4.2,"47km S of Bilungala, Indonesia",1526998898
2018,05,20,21:55:45,-1.4152,120.3733,50.3,4.5,"31km W of Kasiguncu, Indonesia",1526853345
2018,05,18,20:31:36,1.0774,120.037,10,5.1,"28km WNW of Ogotua, Indonesia",1526675496
2018,05,18,20:25:57,1.0288,119.9365,9.7,5.1,"37km WNW of Ogotua, Indonesia",1526675157
2018,05,17,16:29:56,-2.9194,119.3564,10,4.4,"3km NW of Mamasa, Indonesia",1526574596
2018,05,15,11:33:39,1.8939,125.8148,69.9,4.4,"86km NE of Bitung, Indonesia",1526384019
2018,05,15,03:46:06,1.0098,123.0763,172.3,4.4,"24km WNW of Boroko, Indonesia",1526355966
2018,05,13,12:40:06,-6.1422,124.869,601.6,4.7,"262km ESE of Baubau, Indonesia",1526215206
2018,05,07,19:01:35,-4.4915,125.8274,423.7,4.1,"109km SW of Leksula, Indonesia",1525719695
2018,05,06,00:51:58,0.3219,123.2779,257.6,4.5,"9km SE of Bilungala, Indonesia",1525567918
2018,04,26,09:46:13,-0.8054,123.2436,33.6,4.1,"53km ENE of Luwuk, Indonesia",1524735973
2018,04,23,21:40:06,1.8737,125.5939,56,4.6,"65km NE of Bitung, Indonesia",1524519606
2018,04,23,04:05:15,0.566,125.6288,42.5,5.4,"109km SSE of Bitung, Indonesia",1524456315
2018,04,11,09:18:29,0.1129,121.7822,143.8,4.1,"52km SSE of Lemito, Indonesia",1523438309
2018,04,02,19:45:04,-0.5719,123.2811,38.4,4.4,"69km NE of Luwuk, Indonesia",1522698304
2018,04,02,19:23:57,1.6431,124.9359,193.7,4.6,"17km NNW of Laikit, Laikit II (Dimembe), Indonesia",1522697037
2018,03,28,05:35:51,-6.0218,124.6292,597,4.4,"232km ESE of Baubau, Indonesia",1522215351
2018,03,24,09:15:27,-0.9118,125.118,38.6,4.3,"101km NNW of Dofa, Indonesia",1521882927
2018,03,20,13:56:05,-1.5981,119.6025,45.7,4.3,"69km NE of Babana, Indonesia",1521554165
2018,03,18,23:10:36,-0.2766,125.1346,64.5,4.3,"137km SE of Lolayan, Indonesia",1521414636
2018,03,18,11:35:05,0.488,121.4659,104.6,5.3,"13km WSW of Lemito, Indonesia",1521372905
2018,03,17,15:53:48,-0.3952,123.9509,111.3,4.1,"86km S of Molibagu, Indonesia",1521302028
2018,03,17,00:36:14,0.0674,123.117,161.4,4.3,"36km SSW of Bilungala, Indonesia",1521246974
2018,03,16,01:30:41,-0.5883,121.8267,30.8,5,"114km WNW of Luwuk, Indonesia",1521163841
2018,03,15,04:28:48,0.8784,125.3662,55.9,5,"65km SSE of Bitung, Indonesia",1521088128
2018,03,14,14:26:08,1.4885,125.6148,43.9,4.7,"48km E of Bitung, Indonesia",1521037568
2018,03,08,21:54:40,0.0473,123.3394,132.8,4.4,"39km SSE of Bilungala, Indonesia",1520546080
2018,03,04,03:10:39,-0.6573,123.1382,49.2,5.3,"50km NE of Luwuk, Indonesia",1520133039
2018,03,01,23:10:31,0.4623,123.6278,185.1,4.2,"40km WNW of Molibagu, Indonesia",1519945831
2018,03,01,06:11:10,-0.2486,119.8989,10,4.2,"71km N of Palu, Indonesia",1519884670
2018,03,01,05:14:27,-0.299,119.9332,10,4.4,"65km N of Palu, Indonesia",1519881267
2018,02,28,15:53:15,-1.418,120.2064,27.7,4.6,"49km W of Kasiguncu, Indonesia",1519833195
2018,02,20,09:29:27,1.4858,124.3688,220.1,4.8,"53km W of Manado, Indonesia",1519118967
2018,02,14,22:33:52,-1.3114,120.5843,17.6,4.6,"14km NNW of Kasiguncu, Indonesia",1518647632
2018,02,14,21:28:58,-1.2755,120.615,38.9,5,"16km NNW of Kasiguncu, Indonesia",1518643738
2018,02,13,07:10:16,0.8075,123.8867,262.7,4.2,"15km WSW of Lolak, Indonesia",1518505816
2018,02,11,15:51:13,-0.1595,123.2836,129.8,4.5,"60km S of Bilungala, Indonesia",1518364273
2018,02,02,00:20:42,-0.2471,125.1824,38,5.5,"138km SE of Modayag, Indonesia",1517530842
2018,02,01,06:20:40,-4.5979,125.4081,497.3,4.6,"152km SW of Leksula, Indonesia",1517466040
2018,01,26,03:48:46,-1.2432,120.5257,61.8,4.2,"24km NW of Kasiguncu, Indonesia",1516938526
2018,01,22,13:45:52,-1.254,120.688,38.9,4.4,"17km NNW of Poso, Indonesia",1516628752
2018,01,17,04:25:54,-0.59,119.9385,48.5,4.3,"34km NNE of Palu, Indonesia",1516163154
2018,01,17,02:47:46,-2.2178,119.0911,30.8,4.4,"19km SW of Babana, Indonesia",1516157266
2018,01,15,06:31:50,0.4389,123.6688,237.7,5.3,"35km W of Molibagu, Indonesia",1515997910
2018,01,08,08:09:27,0.464,121.3441,86.2,4.3,"26km WSW of Lemito, Indonesia",1515398967
2018,01,06,15:39:43,0.8828,125.3597,75.7,5,"65km SSE of Bitung, Indonesia",1515253183
2018,01,04,00:34:32,1.9603,120.9951,48.7,4.4,"100km NNW of Kali, Indonesia",1515026072
2018,01,02,17:47:10,0.0418,123.451,138.8,4.4,"45km SE of Bilungala, Indonesia",1514915230
2018,01,01,00:52:30,-0.2797,123.6999,127.2,4.5,"80km SSW of Molibagu, Indonesia",1514767950
